name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.eclipse.core.runtime.internal.adaptor.IPluginInfo,0,0.010556,0,0,0,0.009839,0,0,0,2.880117,0,0,1.01,0,0,16,0,0,0.815922,0,0,1.01,0,18,0,16,0,1,0,0,120,0,16,0.010535,0,0.008299,0,1.15,1,1.01,0,0,1.01,0,0,0.101791,0,0,0,0.008208,0,16,0,1.01,0.000206,0.010535
org.eclipse.core.runtime.internal.adaptor.LocationHelper,1,0,0,0,0,0.00583,0,0,0,0.59225,0,0,0,0,0,3,0,0,0.159472,0,0,0,0,27,0,2,1,2,0,0,1,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0.014445,0,0,0,0,0,1,0,0,0,0
org.eclipse.core.runtime.internal.adaptor.Locker,0,0.029497,0.030308,0,0,0.013249,0.048148,2.02,0,2.310769,0,0,1.01,0,0,3,0,0,0.606793,0,0,1.01,0,5,0,3,0,4,0,0,3,0,3,0.04451,0,0.038541,0,1.02,4,1.01,0,0,1.01,0,2.02,0.055456,0,0,0,0.040422,0,3,0.030279,1.01,0,0.04451
org.eclipse.core.runtime.internal.adaptor.Locker_JavaIo,0,0,0,0,0,0.03467,0.048148,0,0,2.310769,0,0,1.01,0,0,4,0,0,0.606793,0,0,1.01,1,42,0,3,1,1,0,0,0,0,9,0.04451,0,0.038541,0,0,2,1.01,2,2,1.01,0,0,0.055456,0,0,0,0.040422,0,3,0,1.15,0,0.04451
org.eclipse.core.runtime.internal.adaptor.Locker_JavaNio,0,0,0,0,0,0.257469,0.048148,0,0,3.931517,0,0,1.01,0,0,4,0,0,1.028032,0,0,1.01,4,65,0,3,1,1,0,0,0,0,14,0.04451,0,0.078717,1.05,0,4,2.04,3,3,1.01,0,1.05,0.092738,0,0.012827,0,0.052184,0,3,0.012963,3.28,0,0.04451
org.eclipse.core.runtime.internal.adaptor.MessageHelper,1,0,0,0,0,0.00583,0,0,0,0.59225,0,0,0,0,0,4,0,0,0.159472,0,0,0,6,30,0,3,1,3,0,0,3,0,19,0,0,0,0,0,9,0,0,0,0,0,0,0.014445,0,0,0,0,0,2,0,0,0,0
org.eclipse.core.runtime.internal.adaptor.PluginConverterImpl,31,0.032166,0,1.05,2.07,0.144366,0,0,0.014493,7.02539,0.012331,0,0,10,0,39,0,1.01,1.805943,0,0,0,21,625,0,38,1,3,0,0,337,0,176,0,0.023007,0.033922,2.04,3.12,23,6.09,38,23,0,0,2.02,0.164872,0,0.028614,0,0.075759,0,6,0.028836,3.15,0.000206,0
org.eclipse.core.runtime.internal.adaptor.PluginParser,2,0.018585,0,0,2.02,0.036697,0,0,0.028382,5.433069,0,0,0,0,0,30,0,2.02,1.409203,0,0,0,10,381,0,29,2,2,0,0,164,0,85,0,0.023007,0.037341,2.03,2.28,11,3.03,20,17,0,0,2.02,0.136145,0,0.0254,0,0.034734,0,26,0.026186,4.08,0.000206,0
org.eclipse.core.runtime.internal.adaptor.Semaphore,0,0,0.014357,0,0,0.009105,0,1.01,0,2.220037,0,0,0,0,0,5,0,0,0.546214,0,0,0,0,42,0,4,1,2,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,1.01,0.038836,0,0,0,0,0,4,0.014444,0,0,0
org.eclipse.core.runtime.internal.adaptor.URLConverterImpl,0,0,0,0,0,0.010906,0,0,0,1.482655,0,0,0,0,0,3,0,0,0.346439,0,0,0,2,14,0,2,1,1,0,0,1,0,6,0,0,0.010787,0,0,3,0,0,0,0,0,0,0.020619,0,0,0,0,0,2,0,1.04,0,0
org.eclipse.core.runtime.internal.stats.BundleStats,0,0,0,0,0,0.008971,0,0,0,2.549254,0,0,0,3,0,22,0,0,0.597139,0,0,0,2,86,0,21,1,1,0,0,184,0,28,0,0,0,0,0,2,0,11,8,0,0,0,0.036093,0,0,0,0,0,13,0,0,0,0
org.eclipse.core.runtime.internal.stats.ClassStats,0,0,0,0,0,0.008971,0,0,0,2.549254,0,0,0,0,0,20,0,0,0.597139,0,0,0,2,77,0,19,1,2,0,0,145,0,24,0,0,0,0,0,2,0,11,11,0,0,0,0.036093,0,0,0,0,0,19,0,0,0,0
org.eclipse.core.runtime.internal.stats.ClassloaderStats,7,0.027665,0.015104,0,0,0.069274,0,1.01,0,3.07294,0,0,0,1,0,21,0,0,0.74823,0,0,0,3,172,0,20,1,3,0,0,156,0,80,0,0,0.026948,0,1.12,4,1.04,11,10,0,0,1.01,0.052458,0,0,0,0.029457,0,12,0.015184,1.07,0,0
org.eclipse.core.runtime.internal.stats.ResourceBundleStats,4,0,0,0,0,0.008971,0,0,0,2.549254,0,0,0,0,0,14,0,0,0.597139,0,0,0,0,79,0,12,1,2,0,0,38,0,31,0,0,0,0,0,2,0,7,7,0,0,0,0.036093,0,0,0,0,0,8,0,0,0,0
org.eclipse.core.runtime.internal.stats.StatsManager,3,0.010479,0.065125,0,0,0.02274,0.013345,3.03,0,4.590627,0,1.01,1.08,8,0,21,0.013085,0,1.216504,0,0,1.08,17,163,0,20,1,4,0,0,136,0,75,0.014187,0,0.025491,2.1,2.08,18,2.25,19,11,1.07,0,4.11,0.125861,0,0.027559,0,0.023962,0,17,0.075118,2.46,0.000206,0.014187
org.eclipse.osgi.baseadaptor.BaseAdaptor,0,0.013461,0.175263,0,0,0.071095,0,4.07,0,2.684545,0,0,0,0,0,33,0,0,0.700512,0,0,0,31,230,0,32,1,23,0,0,138,0,97,0,0,0.054989,2.03,1.04,47,2.02,14,14,0,0,4.06,0.061125,0,0.058851,0,0.058464,0,31,0.172433,2.06,0,0
org.eclipse.osgi.baseadaptor.BaseData,3,0.074582,0.281106,0,1.01,0.115548,0.017544,6.08,0,3.668381,0,1.01,2.02,0,1,51,0.019963,0,0.965685,0,0,2.02,25,268,0,50,1,31,0,0,1071,0,93,0.037468,0.020934,0.047644,1.03,3.99,49,3.09,20,16,1.01,0,6.1,0.084902,0,0.021108,0,0.051564,0,47,0.249353,3.32,0,0.037468
org.eclipse.osgi.baseadaptor.HookConfigurator,0,0,0.016175,0,0,0.009488,0,1.01,0,2.496046,0,0,0,0,0,1,0,0,0.596426,0,0,0,1,3,0,1,0,11,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1.01,0.038361,0,0,0,0,0,1,0.01619,0,0,0
org.eclipse.osgi.baseadaptor.HookRegistry,4,0.09781,0.136175,0,3.03,0.096133,0.015054,3.03,0.100112,2.480987,0,0,2.04,5,0,23,0,3.03,0.714054,0,0,2.04,14,150,0,22,1,19,0,0,213,0,55,0.109693,0.109867,0.108676,2.02,2.74,31,3.07,16,11,2.04,0,4.05,0.087259,0,0.106018,0,0.130497,0,18,0.146766,4.23,0.00006,0.109693
org.eclipse.osgi.baseadaptor.bundlefile.BundleEntry,0,0,0.117618,0,0,0.014412,0,3.05,0,2.298666,0,0,0,0,3,9,0,0,0.694318,0,0,0,1,56,0,8,1,30,0,0,28,0,13,0,0,0,0,0,31,0,1,0,0,0,3.05,0.097373,0,0,0,0,0,8,0.115446,0,0.000206,0
org.eclipse.osgi.baseadaptor.bundlefile.BundleFile,1,0.059986,0.163926,0,0,0.067651,0.106627,5.08,0,4.322627,0,1.01,2.03,0,4,17,0,0,1.176381,1.01,0,2.03,8,74,0,15,1,28,0,0,101,0,39,0.083632,0,0.07516,1.02,2.37,34,3.07,4,1,3.03,0,5.08,0.113557,0,0.043019,0,0.100689,0,12,0.15962,2.1,0,0.083632
org.eclipse.osgi.baseadaptor.bundlefile.DirBundleFile,0,0,0.016175,0,0,0.027419,0,1.01,0,2.010185,0,0,0,0,0,7,0,0,0.506364,0,0,0,6,45,3,6,2,2,0,0,15,0,19,0,0,0,0,0,8,1.01,0,0,0,0,1.01,0.038356,2.02,0,0.087121,0.026089,8,6,0.01619,0,0,0
org.eclipse.osgi.baseadaptor.bundlefile.DirZipBundleEntry,0,0,0,0,0,0.01482,0,0,0,1.683506,0,0,0,0,0,7,0,0,0.414488,0,0,0,3,34,1,6,2,1,0,0,9,0,14,0,0,0,0,0,3,0,2,1,0,0,0,0.029022,0,0,0,0,2,6,0,0,0,0
org.eclipse.osgi.baseadaptor.bundlefile.FileBundleEntry,0,0,0,0,0,0.015615,0,0,0,1.683506,0,0,0,0,0,7,0,0,0.414488,0,0,0,3,30,1,6,2,1,0,0,3,0,11,0,0,0,0,0,4,0,2,1,0,0,0,0.029022,0,0,0,0,2,6,0,0,0,0
org.eclipse.osgi.baseadaptor.bundlefile.MRUBundleFileList,3,0.040393,0.041667,0,3.04,0.231467,0.059664,1.01,0.08345,4.218491,0,1.01,2.05,0,0,12,0,3.04,1.344777,0,0,2.05,6,136,0,10,1,2,0,0,3,0,28,0.058803,0.082754,0.066434,1.04,2.09,8,3.16,11,11,2.04,0,2.05,0.2104,0,0.016789,0,0.072325,0,7,0.062558,3.52,0.010373,0.058803
org.eclipse.osgi.baseadaptor.bundlefile.NestedDirBundleFile,0,0,0,0,0,0.015155,0,0,0,1.683506,0,0,0,0,0,7,0,0,0.414488,0,0,0,2,36,3,6,2,1,0,0,13,0,16,0,0,0,0,0,3,0,2,0,0,0,0,0.029022,2.02,0,0.087121,0,8,6,0,0,0,0
org.eclipse.osgi.baseadaptor.bundlefile.ZipBundleEntry,0,0,0,0,0,0.133693,0,0,0,3.472011,0,0,0,0,0,7,0,0,1.236735,0,0,0,4,46,1,6,2,1,0,0,0,0,20,0,0,0.160442,1.01,0,4,1.04,2,0,0,0,1.01,0.235929,0,0.041667,0,0.040243,2,6,0.041667,2.12,0.010579,0
org.eclipse.osgi.baseadaptor.bundlefile.ZipBundleFile,0,0.040393,0.062425,0,1.01,0.126343,0.020231,3.04,0.041667,4.642314,0,0,2.03,0,0,16,0,1.01,1.34217,0,0,2.03,15,212,3,15,2,5,0,0,51,0,76,0.058803,0.041667,0.089625,0,2.29,18,3.09,5,1,1.01,0,3.04,0.161983,2.02,0,0.087121,0.080328,8,7,0.058599,4.25,0.000206,0.058803
org.eclipse.osgi.baseadaptor.hooks.AdaptorHook,0,0,0.016175,0,0,0.004649,0,1.01,0,0.773229,0,0,0,0,0,9,0,0,0.187345,0,0,0,4,11,0,9,0,9,0,0,36,0,9,0,0,0,0,0,12,0,0,0,0,0,1.01,0.012471,0,0,0,0,0,9,0.01619,0,0,0
org.eclipse.osgi.baseadaptor.hooks.BundleFileFactoryHook,0,0,0,0,0,0.009279,0,0,0,1.683506,0,0,0,0,0,1,0,0,0.414488,0,0,0,2,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0.029022,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.baseadaptor.hooks.BundleFileWrapperFactoryHook,0,0,0,0,0,0.105544,0,0,0,1.428468,0,0,0,0,0,1,0,0,0.394256,0,0,0,2,3,0,1,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.040328,0,0,0,0,0,1,0,0,0,0
org.eclipse.osgi.baseadaptor.hooks.ClassLoadingHook,0,0,0,0,0,0.036094,0,0,0,1.249067,0,0,0,0,0,6,0,0,0.30555,0,0,0,7,8,0,6,0,8,0,0,15,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0.020969,0,0,0,0,0,6,0,0,0,0
org.eclipse.osgi.baseadaptor.hooks.ClassLoadingStatsHook,0,0,0,0,0,0.003749,0,0,0,1.434553,0,0,0,0,0,5,0,0,0.364269,0,0,0,3,7,0,5,0,4,0,0,10,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0.028217,0,0,0,0,0,5,0,0,0,0
org.eclipse.osgi.baseadaptor.hooks.StorageHook,0,0,0.260108,0,0,0.00624,0,6.08,0,0.773229,0,0,0,0,0,11,0,0,0.187345,0,0,0,3,13,0,11,0,19,0,0,55,0,11,0,0,0,0,0,21,0,0,0,0,0,6.08,0.012471,0,0,0,0,0,11,0.248623,0,0,0
org.eclipse.osgi.baseadaptor.loader.BaseClassLoader,0,0,0,0,0,0.017791,0,0,0,2.261066,0,0,0,0,0,7,0,0,0.60131,0,0,0,5,9,0,7,0,9,0,0,21,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0.055275,0,0,0,0,0,7,0,0,0,0
org.eclipse.osgi.baseadaptor.loader.ClasspathEntry,0,0,0,0,0,0.011206,0,0,0,1.683506,0,0,0,0,0,5,0,0,0.414488,0,0,0,3,29,0,4,1,12,0,0,4,0,8,0,0,0,0,0,15,0,3,3,0,0,0,0.029022,0,0,0,0,0,4,0,0,0,0
org.eclipse.osgi.baseadaptor.loader.ClasspathManager,15,0.183342,0,0,3.06,0.265517,0.021739,0,0.33411,4.932635,0,1.04,2.05,0,0,33,0,3.06,1.529171,0,0,2.05,21,385,0,32,1,11,0,0,306,0,103,0.019924,0.334385,0.269733,3.04,4.37,29,4.22,11,11,1.01,0,3.04,0.21897,0,0.375718,0,0.258381,0,17,0.375103,4.68,0.035444,0.019924
org.eclipse.osgi.baseadaptor.loader.FragmentClasspath,0,0,0,0,0,0.010871,0,0,0,1.683506,0,0,0,0,0,5,0,0,0.414488,0,0,0,7,28,0,4,1,2,0,0,2,0,11,0,0,0,0,0,9,0,3,3,0,0,0,0.029022,0,0,0,0,0,4,0,0,0,0
org.eclipse.osgi.event.BatchBundleListener,0,0,0,0,0,0.022977,0,0,0,2.124942,0,0,0,0,0,2,0,0,0.478169,0,0,0,1,4,0,2,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0.024982,0,0,0,0,0,2,0,0,0,0
org.eclipse.osgi.framework.adaptor.BundleClassLoader,0,0.018144,0.163145,0,0,0.006428,0.02027,5.1,0,3.422679,0,0,2.02,0,0,11,0,0,0.768658,0,0,2.02,2,13,0,11,0,11,0,0,55,0,11,0.020174,0,0.018561,1.01,2.19,12,2.02,0,0,2.02,0,5.11,0.039882,0,0.010321,0,0.018624,0,11,0.156883,2.02,0,0.020189
org.eclipse.osgi.framework.adaptor.BundleData,0,0.03719,0.451651,3.05,3.05,0.034187,0.042064,13.15,0,5.346141,0.021584,0,4.04,5,0,26,0,0,1.261711,0,0,4.04,6,33,0,26,0,32,0,0,325,0,26,0.04153,0.070019,0.084392,1.01,5.01,37,4.04,5,0,4.04,0,14.16,0.083941,0,0.010116,0,0.041073,0,26,0.441325,6.09,0,0.041579
org.eclipse.osgi.framework.adaptor.BundleOperation,0,0,0.015104,0,0,0.010573,0,1.04,0,2.364506,0,0,0,0,0,3,0,0,0.555513,0,0,0,2,5,0,3,0,8,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,1.04,0.033911,0,0,0,0,0,3,0.015184,0,0,0
org.eclipse.osgi.framework.adaptor.BundleProtectionDomain,0,0.009636,0.015104,0,0,0.022988,0.010919,1.01,0,3.785124,0,0,1.03,0,1,1,0,0,0.853269,0,0,1.03,0,5,0,0,2,16,0,0,0,0,2,0.011435,0,0.009617,0,1.03,16,1.03,0,0,1.03,0,1.01,0.044856,0,0,0,0.010319,0,0,0.015184,1.03,0,0.011435
org.eclipse.osgi.framework.adaptor.BundleWatcher,0,0.010479,0.015104,1.08,1.08,0.019487,0.013345,1.02,0,3.752896,0.014031,0,1.01,8,0,1,0,0,1.022688,0,0,1.01,1,11,0,1,0,7,0,0,0,0,1,0.014187,0.013228,0.013528,0,1.01,8,1.01,8,0,1.01,0,1.02,0.114734,0,0,0,0.012229,0,1,0.015184,1.07,0.000206,0.014187
org.eclipse.osgi.framework.adaptor.ClassLoaderDelegate,0,0.00819,0.047139,0,0,0.00642,0.010095,3.04,0,2.904433,0,0,1.01,0,0,4,0,0,0.652008,0,0,1.01,0,6,0,4,0,12,0,0,6,0,4,0.009713,0,0.008623,1.01,1.04,12,1.01,0,0,1.01,0,4.05,0.033785,0,0.010716,0,0.009268,0,4,0.056529,1.01,0,0.009728
org.eclipse.osgi.framework.adaptor.ClassLoaderDelegateHook,0,0,0,0,0,0.134092,0,0,0,1.019524,0,0,0,0,0,8,0,0,0.46729,0,0,0,2,10,0,8,0,3,0,0,28,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0.115235,0,0,0,0,0,8,0,0,0.000545,0
org.eclipse.osgi.framework.adaptor.EventPublisher,0,0,0.038098,0,0,0.003287,0,2.03,0,2.124942,0,0,0,0,0,1,0,0,0.478169,0,0,0,1,3,0,1,0,10,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,2.03,0.024982,0,0,0,0,0,1,0.036702,0,0,0
org.eclipse.osgi.framework.adaptor.FilePath,4,0,0,0,0,0.0548,0,0,0,3.264514,0,0,0,0,0,12,0,0,0.887402,0,0,0,0,152,0,10,1,3,0,0,0,0,33,0,0,0,0,0,3,0,12,12,0,0,0,0.102207,0,0,0,0,0,6,0,0,0.000206,0
org.eclipse.osgi.framework.adaptor.FrameworkAdaptor,0,0.022041,0.218501,0,0,0.017104,0.024826,12.19,0,5.374104,0,0,2.04,1,0,25,0,0,1.251181,0,0,2.04,11,28,0,25,0,38,0,0,300,0,25,0.026213,0,0.023752,0,3.05,49,2.04,1,0,2.04,0,12.19,0.073921,0,0,0,0.022871,0,25,0.215996,2.04,0,0.026213
